NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
Willy Hernangomez,Nor,C-F,27.87,49,17.1,35.7,22.5,11.6,141,0.773,315,0.527,12,0.333,0.526,0.582,9.2,6.9,22.3,1.3,11.9,0.43,0.39,1.04,10.2,122.7,101.5
Tyler Herro,Mia,G,22.22,66,32.6,67.9,28.8,12.5,219,0.868,683,0.477,439,0.399,0.525,0.561,20.7,5,8.7,4,20.9,0.67,0.12,2.64,9.1,107,108.5
Buddy Hield,Sac,G,29.31,55,28.6,59.6,22.5,10.9,92,0.87,198,0.419,495,0.368,0.514,0.54,14.4,4,7.6,1.9,10,0.87,0.27,1.64,6.7,103.1,111.7
Buddy Hield,Ind,G,29.31,26,35.6,74.1,22.4,13,35,0.886,184,0.549,221,0.362,0.546,0.563,18.2,5.1,8,4.8,20.3,0.92,0.38,2.42,8.6,109.8,112.7
Haywood Highsmith,Mia,F,25.34,19,8.6,17.9,14,5.9,5,0.4,18,0.389,28,0.321,0.446,0.446,2.3,1.4,9,0.3,5.1,0.11,0.16,0.16,4.6,101.9,106.1
George Hill,Mil,G,35.94,54,23.2,48.3,11.7,11.9,62,0.919,141,0.546,134,0.306,0.504,0.552,6.2,2.9,6.6,2.2,12.4,0.78,0.11,0.76,5.9,117.7,110.2
Malcolm Hill,Atl,F,26.46,3,15.3,31.9,9.3,0,4,1,3,0.667,5,0.6,0.813,0.871,5.7,2,7.2,0.3,2.9,1.33,0.33,0,3.9,183.6,99.1
Malcolm Hill,Chi,F,26.46,16,10.4,21.6,13.6,5.8,10,0.7,13,0.692,31,0.323,0.545,0.568,3.4,1.8,9.8,0.4,5.6,0.19,0.13,0.19,5.2,120.9,107.2
Solomon Hill,Atl,F,31.07,13,10.7,22.3,6.6,4.8,0,0,7,0.143,13,0.154,0.2,0.2,0.6,1.8,9,0.9,10.2,0.31,0.15,0.08,3.7,87.8,106
Nate Hinton,Ind,G-F,22.84,2,1.2,2.5,35.7,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,
Jaylen Hoard,Okc,F,23.03,7,34.2,71.3,18.8,7.7,14,0.429,65,0.538,25,0.36,0.539,0.536,14.7,12,18,2.4,11.6,0.86,0.71,1.14,8.8,116.1,108
Aaron Holiday,Was,G,25.53,41,16.2,33.7,18,14.5,35,0.8,147,0.524,67,0.343,0.521,0.547,6.1,1.6,5.6,1.9,17.1,0.59,0.22,0.95,6.5,104.8,109
Aaron Holiday,Pho,G,25.53,22,16.3,33.9,19.9,16.3,33,0.939,88,0.398,36,0.444,0.476,0.538,6.8,2.5,8.2,3.4,27.4,0.82,0,1.23,9.5,112.7,102
Jrue Holiday,Mil,G,31.83,67,32.9,68.6,23.5,15,180,0.761,633,0.547,321,0.411,0.57,0.593,18.3,4.5,7.3,6.8,31.8,1.6,0.43,2.73,10,117.4,108.4
Justin Holiday,Ind,F-G,33.02,49,28.9,60.2,15.9,9.3,41,0.829,122,0.516,336,0.378,0.553,0.568,11,2.8,5.3,1.8,8.8,0.73,0.37,1,5.3,111.4,114
Justin Holiday,Sac,F-G,33.02,25,25.6,53.4,15.7,9,21,0.762,58,0.362,146,0.342,0.471,0.488,8.3,2.2,4.7,1.5,8.1,0.84,0.6,0.84,4.7,98.7,112.2
Richaun Holmes,Sac,F,28.49,45,23.9,49.7,15.8,14.2,90,0.778,295,0.664,5,0.4,0.663,0.689,10.4,7,16,1.1,6.8,0.38,0.93,1.24,7.2,128.2,104.8
Rodney Hood,Mil,G-F,29.47,39,14.9,31.1,10.6,4.9,14,0.929,51,0.431,80,0.3,0.443,0.47,3.3,1.7,6.1,0.8,6.5,0.31,0.1,0.18,4.4,107.1,112
Rodney Hood,Lac,G-F,29.47,13,9.9,20.5,11.1,12.4,5,0.8,15,0.4,11,0.545,0.577,0.603,2.6,0.8,4.1,0.6,8.5,0.23,0.15,0.31,4.4,115.7,113.7
Scotty Hopson,Okc,G-F,32.68,1,17.7,36.9,14.6,33.3,0,0,3,0.667,1,0,0.5,0.5,4,1,2.9,1,8.3,0,0,2,3.6,69.6,114.9
Al Horford,Bos,C-F,35.86,69,29.1,60.5,14.8,9.6,95,0.842,304,0.582,265,0.336,0.546,0.574,10.2,7.7,14.3,3.4,16.4,0.71,1.33,0.94,8.9,124.3,101.9
Talen Horton-Tucker,Lal,G,21.37,60,25.2,52.5,19.2,12.1,125,0.8,356,0.492,182,0.269,0.462,0.503,10,3.2,6.8,2.7,14.9,0.98,0.48,1.37,7,102,107.3
Danuel House Jr.,Hou,F-G,28.84,16,14.5,30.3,18.3,17.9,19,0.895,40,0.375,34,0.294,0.405,0.467,4.8,2.7,10.1,1.2,11.5,0.31,0.31,1.13,6.9,89.1,112.8
Danuel House Jr.,Nyk,F-G,28.84,1,3.4,7.1,12.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
Danuel House Jr.,Uta,F-G,28.84,25,19.6,40.9,13.8,9.7,39,0.692,41,0.512,82,0.415,0.585,0.61,6.8,2.7,7.6,1,7,0.64,0.48,0.6,5.4,122.4,106.7
Dwight Howard,Lal,C-F,36.34,60,16.2,33.7,14.6,14.2,146,0.658,204,0.618,15,0.533,0.63,0.657,6.2,5.9,19.6,0.6,5,0.57,0.6,0.78,6.9,129.9,101.2
Markus Howard,Den,G,23.11,31,5.7,11.9,29.4,5.9,23,0.87,31,0.355,70,0.4,0.525,0.567,4.1,0.4,3.8,0.2,6.2,0.29,0,0.23,4.8,108.4,106.1
Kevin Huerter,Atl,G-F,23.62,74,29.6,61.6,17.5,10.4,52,0.808,349,0.53,411,0.389,0.559,0.57,12.1,3.4,6.4,2.7,13.2,0.73,0.35,1.23,6.5,111.6,110.1
Jay Huff,Lal,C,24.63,4,5.1,10.6,8.5,25,0,0,1,0,2,0,0,0,0,1,10.6,0.3,5.8,0.25,0.25,0.25,0,34.3,110.6
Elijah Hughes,Uta,G,24.09,14,8,16.7,17.2,15.8,3,1,8,0.625,28,0.357,0.556,0.576,3.1,1.2,8.3,0.4,7.6,0.29,0.07,0.5,5.7,104.9,106.8
Elijah Hughes,Por,G,24.09,22,14.7,30.5,16.2,8.3,6,0.667,41,0.415,67,0.224,0.366,0.375,3.8,1.9,7,0.7,7.1,0.45,0.32,0.45,4.7,80.2,110.7
De'Andre Hunter,Atl,F-G,24.36,53,29.8,62,19.9,9.6,166,0.765,380,0.474,195,0.379,0.506,0.547,13.4,3.3,6.1,1.3,6.1,0.68,0.4,1.3,5.2,105.6,108.9
Feron Hunt,Nyk,F,22.77,2,4.2,8.8,15.7,33.3,0,0,2,0,0,0,0,0,0,0.5,6.4,0.5,15.3,0.5,0,0.5,0,41.6,98.8
Chandler Hutchison,Pho,F-G,25.96,6,3.7,7.8,13.2,58.1,2,1,2,0.5,0,0,0.5,0.694,0.7,0.8,12,0.3,10.3,0,0,0.67,6,,
Bones Hyland,Den,G,21.57,69,19,39.5,23.9,12.1,125,0.856,213,0.465,358,0.366,0.518,0.558,10.1,2.7,8,2.8,21.2,0.59,0.29,1.25,8.9,109.2,103
Serge Ibaka,Lac,F,32.56,35,15.4,32.1,19.4,13.9,29,0.69,130,0.538,62,0.387,0.552,0.567,6.6,4.3,14.6,1,10.2,0.2,0.74,0.94,7.9,109,101.4
Serge Ibaka,Mil,F,32.56,19,17.8,37.2,15.2,8.3,15,0.8,67,0.612,37,0.351,0.582,0.601,7,5.3,15.6,0.7,5.4,0.21,0.37,0.53,6.7,122.2,99.2
Andre Iguodala,Gol,G-F,38.2,31,19.4,40.5,11.4,17.7,20,0.75,47,0.617,74,0.23,0.45,0.478,4,3.2,9,3.7,24.7,0.87,0.71,0.9,7.5,114,104.8
Joe Ingles,Uta,F-G,34.52,45,24.9,51.9,13.2,13.5,22,0.773,60,0.617,225,0.347,0.54,0.551,7.2,2.9,6.4,3.5,19,0.51,0.11,1.02,6.7,117.1,107.4
Brandon Ingram,Nor,F,24.61,55,34,70.8,29.3,11.8,322,0.826,757,0.501,226,0.327,0.498,0.554,22.7,5.8,9.5,5.6,27.8,0.62,0.45,2.75,10.6,111.1,109.9
Kyrie Irving,Bro,G,30.05,29,37.6,78.4,29.4,9.8,129,0.915,377,0.501,239,0.418,0.55,0.592,27.4,4.3,6.3,5.8,25.2,1.41,0.59,2.52,9.4,116.6,109.8
Wes Iwundu,Atl,F,27.31,3,27.4,57.1,11,4.8,4,0.75,13,0.385,5,0.6,0.528,0.557,7.3,4.3,8.7,0,0,0.33,0,0.33,0,115.2,109
Jaren Jackson Jr.,Mem,F-C,22.57,78,27.3,56.8,25.4,9.9,345,0.823,635,0.476,401,0.319,0.477,0.535,16.3,5.8,11.1,1.1,5.8,0.92,2.28,1.67,6.9,108.3,99.5
Frank Jackson,Det,G,23.94,53,22,45.8,20.9,6.7,104,0.827,204,0.529,279,0.308,0.491,0.53,10.6,1.6,4,1,7.6,0.51,0.17,0.72,4.7,105.9,112.7
Isaiah Jackson,Ind,F,20.25,36,15,31.3,22.5,14,88,0.682,190,0.584,16,0.313,0.575,0.607,8.3,4.2,15.5,0.3,2.9,0.67,1.44,1.11,5.8,113.2,99.5
Josh Jackson,Det,G-F,25.16,39,18.1,37.8,19,12.1,56,0.714,138,0.529,113,0.265,0.47,0.501,7.1,3.2,9.4,1.3,10.7,0.54,0.46,0.97,6.8,97.7,106.8
Josh Jackson,Sac,G-F,25.16,12,10.2,21.3,23.5,13.4,21,0.714,32,0.438,17,0.176,0.378,0.446,4.3,1.5,7.9,0.4,5.8,0.42,0.33,0.75,5.4,86.6,103.8
Justin Jackson,Bos,F,27.04,1,2,4.2,41.4,0,2,1,1,0,0,0,0,0.532,2,0,0,0,0,0,0,0,0,,
Justin Jackson,Pho,F,27.04,6,5.8,12,18.7,6.7,0,0,5,0.4,9,0.333,0.464,0.464,2.2,1.2,10.9,0.3,7.6,0,0,0.17,6.4,96.5,103.5
Reggie Jackson,Lac,G,31.99,75,31.2,64.9,27.6,11.8,163,0.847,710,0.439,512,0.326,0.46,0.488,16.8,3.6,6.1,4.8,24.6,0.73,0.2,2.31,8.5,98.7,108.4
LeBron James,Lal,F,37.28,56,37.2,77.5,32.3,12.5,336,0.756,773,0.62,448,0.359,0.59,0.619,30.3,8.2,11.8,6.2,30.6,1.3,1.05,3.5,12.4,116.6,109.4
DeJon Jarreau,Ind,G,24.21,1,0.9,1.9,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,
DaQuan Jeffries,Mem,G-F,24.61,3,2.9,6.1,9.3,0,0,0,1,1,1,0,0.5,0.5,0.7,0.7,11.9,0.3,14.4,0,0,0,7.3,,
Ty Jerome,Okc,G-F,24.76,48,16.7,34.8,20.8,9.6,47,0.809,142,0.493,186,0.29,0.46,0.488,7.1,1.6,5,2.3,21.3,0.63,0.1,0.77,7.1,103.4,108.2
Isaiah Joe,Phi,G,22.78,55,11.1,23.1,15.4,9.1,31,0.935,42,0.405,135,0.333,0.477,0.519,3.6,1,5.1,0.6,8,0.25,0.05,0.35,4.7,103.4,108.3
Alize Johnson,Chi,F,25.97,16,7.5,15.7,12.5,23.5,7,0.571,21,0.571,2,0,0.522,0.537,1.8,2.3,16.8,0.5,8.6,0.19,0,0.5,6.8,112.6,103.2
Alize Johnson,Was,F,25.97,3,6.1,12.6,23.1,31.8,1,0,4,0.5,2,0,0.333,0.311,1.3,4,36.5,0,0,0,0,1,0,73.9,112.8
